image_key,binary_label,n_positive_objects,n_total_clean_objects
YXxnaxJgp7Es1ODYdTw9mg,0,0,0
YY8mYuWm50OKurs0-7y_oQ,0,0,1
YY9heexzWKX0uTtZk6KOlg,0,0,0
YYDAETa6LRrbB486saS_cg,0,0,0
YYLnQqADT8e52q-wxG6d_A,0,0,1
YYN5cV6L9enKH7tcEdwo-w,0,0,0
YYNslusTZVdbPl9FjIXI5g,0,0,2
YYVFLtLZxzSXR3dTtXuTJQ,0,0,1
YYjuSpMDTgEo7MBZEJe1Wg,0,0,0
YYrWyUrLm6THKPUxnQYnaA,1,1,2
YYu8KOyW-680NzYZOCXO0Q,0,0,1
YZ5i2GLmmO2SlE8Eqvz3lg,0,0,1
YZ8DTFYNLhxYembYleOatw,0,0,0
YZLEluAXWhNzhqmcNkYUYw,0,0,0
YZSjKfmyUdBIaCD7hjjxAQ,0,0,0
YZW2M8xsN1Yzqv2GcT6nxg,0,0,1
YZZnPOv02vL9qeR7-HF9eA,1,1,4
YZ_bKR3lP65clOpYulpvyA,0,0,2
YZbcHjvB19WPjR4SzEor0g,0,0,1
YZeASsN-0oV0p1xwkB9qzA,0,0,4
YZkYRUt3C8J7l3jx9Ng-zg,0,0,3
YZnoLV6QB3r2AeURdjslnQ,0,0,2
YZoTptuRZMsEuuheOhZZSA,0,0,0
YZtD8FNW4bA7ewsbP3RQdA,0,0,10
YZwPFgjy5tHa_EjElI17Tg,0,0,0
Y_A17yNg5bliavZiSjkHIg,0,0,0
Y_Gg1f_W54d18YpsPGTqBQ,0,0,5
Y_IMwHiWW-EiBgmnbXU6jg,0,0,1
Y_JfxUqK9dedYGC9jo39Hg,0,0,1
Y_Q8RKIADy1bm4itH-DBxg,0,0,4
Y_QGfZ4vc145P5-2zCmwrw,0,0,0
Y_QW2TNh73aN_jCRCJlygw,0,0,1
Y_S1DpSyzsaE4uJfMf5IpQ,0,0,1
Y_U1kBTVMvN5W5zCKwUk7Q,0,0,2
Y_ZLnjhy95501SjOmpgr3g,0,0,1
Y__yzOhr5U9LwWoze6RtAQ,0,0,2
Y_tsyrEbIExD0baQSyy7RA,1,1,2
Y_zMt8H2p8tzNOSvBlpeVQ,0,0,1
Ya0FbFETQOF3cA5UahhHGA,0,0,1
Ya3dnQrtpri0RJcRKgut9g,0,0,2
Ya59BVmJTpdRnY0ynvmc3Q,0,0,3
YaA_3xf3OtjUDun5nsHRCQ,0,0,0
YaeUpTutGNZAoUw3t92A8A,0,0,3
YaxZB2AOTklGiwlRLEa-fQ,0,0,2
Yb0lXtrKiwBEQvHQeYyUZQ,0,0,2
Yb4wGEqLYgMp4-kfbbhPPQ,1,1,6
YbEKY_r8cDVy3hMONSDZWQ,0,0,1
YbISVABehgbV8XKt072Lyg,0,0,1
YbVOy1uZ9Rww9gP5MgpIRw,0,0,0
YbsTs602N522UVc4YwN2vg,0,0,0
YbxTbJoPv12c2fK1qsWU8w,0,0,0
Ybyf9mqtTFtbwumhwCrTWA,1,1,2
Yc3xP3CWKnCJn6HDUcI2oA,0,0,2
YcQ4P8Gc5Mt9LkvPkPkfMw,0,0,1
YcZptzBHk7qdzbsTeLDVVA,0,0,0
YceupCGUs6-FpVesPklADA,0,0,1
YcnsoeYz5b-FLjMSg5A5rQ,0,0,0
YcyBv9XIONtL8_XXEfFmQg,0,0,3
YczcO6gPscO1Xzqu1BGENw,0,0,4
Yd4T8NuBSqWCQTC5qckhjQ,0,0,1
Yd5Hld7Z934eohjMaRJZ1w,0,0,2
YdAglZykidpfGXgPNqTBBg,1,1,2
YdE9FboKNA5qHszscNXWqg,0,0,2
YdEjE11GJr7Kj6V4nJV0oA,0,0,0
YdFRu0JD1U1VOLAVnbhwBg,0,0,1
YdGLS_xvuTKpKaOd3RnExw,0,0,1
YdGYGtzwJl_r1k6i3RmUog,0,0,1
YdUxhIIi7aHgwptaaLZRMw,0,0,1
Yde0TBo9XEk9KUnExpQf6Q,0,0,2
YdlCtVIV3udpjm_cfQjoVQ,0,0,3
YdpQeoD-z9alicGus1uDSA,0,0,1
YdpkqBLr44zSqCIotWUKXg,0,0,0
YdsqEAylOBhSOCK3bufKsg,0,0,1
YducfBgZEgYR9k43pCsJjA,0,0,1
Ydx8pTOgFu6J826Wys05ew,0,0,0
Ye9w7pcVf3Wyq0www3TTYA,0,0,0
YeCCPrXCC67YZOh33uOJzQ,0,0,1
YeK2TD8qxGeNbCwMln58Cg,1,1,4
YeL3WNUNqVLbCdCDMGMKPw,0,0,0
YeN03L34Mjy_XAmGx0rOww,1,1,7
YeRoiyk3J_mTtpsYu07FnA,0,0,1
YeUMB8oRi82bbyg7BrhrxA,0,0,0
YekL6BBq1WVZA3Uwg0p3wA,0,0,1
Yen-tEgYXG-A6MRtK8GxqQ,0,0,1
Yf1D4rJ4xGkeXorsgNw54A,0,0,1
Yf1jvJXXfvuRmI8tpjPVJw,1,1,2
Yf5yxEcvN4hwM830cMW2_Q,0,0,0
YfAA86kP0dalkY6utBXoPA,0,0,2
YfE4Juz-O5MK6E-tWvCpmg,1,1,2
YfEv4IRSGAO5p8yYRqD32Q,0,0,0
YfGZeqW9y_oIzMsFPXwJag,0,0,2
YfJrC2oKZh3UzDkTWTOvdQ,0,0,5
YfNeKBH7ye6kQiIkkDum7w,0,0,2
Yf_Vt7glq-RjOBwbn_wthQ,0,0,0
Yfo5YuLRfO0TwwAPsWNjrg,0,0,1
Yfq_yuDo4jmyEZnnUYAoTg,0,0,1
YfrDUQbIFUziQe4Z7mBunw,0,0,0
YfzoItziTNANdPt319e-LQ,0,0,2
Yg-AWC9PMDokIqyXpg7ZxQ,0,0,2
Yg1Im3RxA91yzO_4jI6NTQ,0,0,4
Yg4EkSAXuGXrS4TPRE2dKw,0,0,3
Yg4PzdtGbfeBp_XDQ1PStw,1,1,7
Yg6AzBLMVUi11eXkbZkeWA,0,0,0
YgAYLAgJKpjbVwUtU_96gA,0,0,0
YgBB9p-sob-U7mbhwch8Tw,0,0,0
YgRB2BqZY7u8uZGTbFTwyQ,0,0,1
YgTrPMSWGOsf9AqsdRmKnQ,0,0,0
YgfHyxEm7gqojGdzDQ2nzg,0,0,0
YgyWB_3dArpURX7OkC8FSg,1,2,5
Ygzrvx9ATE9AAw3OihO-ww,0,0,2
Yh6U8fQoS7uqWNOhFzHyvA,0,0,0
YhAnxdlMigr3yunyg--4ng,0,0,0
YhM5esI_urqM1_EJ4-5GZg,0,0,0
YhTBz9nRCAmcPCFzG21lcg,0,0,0
Yhc4td-lQGT_3RUuxWl5Pw,0,0,0
YhgEdQ4vlbJjvV17kjVRqA,0,0,3
Yhu_MMHgfDaiyBKVgFEWyQ,0,0,0
YhvTy-m6SFKod640FAN8Lg,0,0,4
Yi5T_rT_ylJOY_0CuS3bZg,0,0,0
YiCPezQwxuDNaW0b-gdZxA,0,0,2
YiFKhqP8211ZRB9Gm4XC8w,0,0,1
YiT5ud2LTk7LeCf6iYT8Iw,1,1,1
YiUpZWrhtEbHeyz29sv4iA,0,0,2
YiVc6b3Jp8JBYOMMHp9x5g,0,0,0
YifSJiOkq0oc7FABfyVXrA,0,0,2
YioReyJog7xnSWpQ4759cg,0,0,0
YiqFjG0HWd25cSEGCmAhTA,0,0,1
YitOGA-Y9yQ2yh14jLusMQ,0,0,5
Yj-jPKO07iUNrJNQHUcVtw,0,0,1
Yj25Wv3oMUZ6TGMFZvaYbw,0,0,2
Yj6-Wrt3Ie_HXyVIHlIJRw,0,0,0
Yj9Zr1RdyRMUwZ_62VuOlQ,0,0,2
YjMCvFO45-ANyrmhZhVVHA,0,0,4
YjSJw8m4VnfV27_0HS_tFQ,0,0,1
YjUErnvqEDTMHNNpGpN_og,0,0,1
Yj_NvbCrIE5Bnhh0tZXZyg,0,0,1
YjuB7jKWzkedriWwceaFQg,0,0,2
Yk8lmB_CnFKLwgojvjfFfQ,0,0,0
YkLQavutIiFnsFlduIK2_A,0,0,0
YkMcMJPvxZ4pnyL-L417MA,0,0,0
YkWkujLCAW96pO6WojoxyQ,0,0,1
YkkNr48IHYG8x-oJ-e97Dg,0,0,3
YknPLah9kv1qBxsHfkOdEw,0,0,1
Ykommogpbo45Wks_ZuRSpw,0,0,2
YkzcKzd1QZ2l2G2CBbdBoA,0,0,0
Yl3yPazcbf-BpSjT4ELlGA,0,0,0
Yl7JcA9CU1ibCUB1RlTN5g,0,0,0
Yl8t0T8sHsO21Ky13pDrvw,0,0,3
YlHXdE1cL3600RnSieD2cQ,0,0,0
YlIG_XjIfa5Qky7GJd5K7A,0,0,2
YlJIRHFGXvOA8-ywvumn2A,0,0,2
YlQGg2v_mr7yzB1goRK01A,0,0,0
YlbG15kOfOOD9TIeMhkftA,0,0,0
YlbOjp0XSr3BQzrBOMahNw,0,0,2
YlfKIOSEIR0vwdr9HOW4vw,0,0,4
YlgujJ-a0WDtUnMyVggPYQ,0,0,2
YljHT875tiRtlDIlcSqFmg,0,0,0
YllVLS_zeXLs4-GtFMW5RQ,0,0,2
Ym6URCfRb6O54Z2Hdekj0w,0,0,1
Ym8vKTS0Z-m2WCTSLY0Hjw,0,0,1
Ym99qau2s3neFcmDE5wFMw,0,0,1
YmP9df3Sq27QLhhS95iujA,0,0,0
Ymg7_T5PWa_UBG1szW3b7w,0,0,0
YmmhHRXZ52QG9EyRolBLHA,0,0,0
YmnepcGblJwm0psRQlx76g,0,0,1
YmodI8lBiMVQtzUiOUua1g,0,0,1
YmqBJkahb92bolvSKrgVsw,0,0,4
Ymx-jQbZrpJ2bsnsXiiWpQ,0,0,0
YmzKQmvhUZxyKa0i1YHCqQ,1,1,4
Yn-PlZMXp1bNg5L-RYRCDg,0,0,0
Yn3iGz3TKAxxg0I_3JYjBQ,0,0,2
Yn5WkZh9NBDJ3rQqbwoqxQ,0,0,2
YnEF_1DdHX4VfGqMSIt4LQ,0,0,1
YnJFXqJCdlZoeJbIGDAZbQ,0,0,0
YnK9UxuNw7B5Sp7RPg9KQg,0,0,0
YnKyAX4bXLhcFKH_rVd-6w,0,0,2
YnLn9AxGy2Tzpy_MQaZsSA,0,0,1
YnSVTyYsgdP6bhpr37WqHA,0,0,3
YnVQMtHAoT44jjpvaZPchA,0,0,2
Yn_G9XiKGBYwKGyJeeulag,0,0,0
YnarI2dBpxsgcX1ErT8t6A,0,0,1
YncCSR1rChOYWVCfzhEEqA,0,0,1
YnfwRUPhPhPmOalmCgqTYw,0,0,0
YntwIENp-02Rv9OXepn_wQ,0,0,1
Ynua6t5z_yVvRNyBzFvjVg,0,0,1
Yo3QPf2bSt3NErsaIuBDoA,0,0,0
YoBd1Vwz9Ovlp08_2uEZtA,0,0,0
YoI05mYzkPTs2y3rqgIpcg,0,0,1
YoUBXVgBEQ8zs6505-Sl-Q,0,0,1
YoUVVEk4TNBx1l72cCoQLw,0,0,1
YoYKhICAULCqQB6IXtNk_g,0,0,3
Yoc4sFeMJjEbVvRKe9_RQg,0,0,3
YodVKDzwNwaYKFEx4UOftA,0,0,2
Yond-HmJzOPd2NPH0YMXRA,0,0,7
YopGXjmYzSjl4em7xZ7Uxg,0,0,1
YoyrDUXxGmJKXy94_foLow,0,0,1
Yp0cwwkoh2O_wsagGYm4SQ,0,0,1
Yp7maRKKr4f9h1LwSGDktA,0,0,0
YpM2_RC4mSmciaLlb8MGmg,0,0,6
YpRb3vL8n0-zBd6yBmGqbw,0,0,3
Ypr4EM1IAPJSDC_lK-aqwA,1,1,2
YpzKnPcPVXs609lGlu-j8A,0,0,1
Yq3mxmiRFvlyo9EuvbQS8w,0,0,2
YqMFrRar9OMsae25NIjnGg,0,0,2
YqNvDg7Zqtq_2bEeHVtF7g,0,0,1
YqQoJ7CE_2LroVLHHxXE8A,0,0,1
YqYDBEhtfPAhV_DdMX2HfA,1,1,3
YqYOpGcQcQXgWxrDGY7r4g,1,1,2
YqnyIBFPg0n947_E5aAYig,0,0,1
Yqpc23kl4ogCSgQH89XOUA,0,0,4
YqzVvUW2SrRrLw-1nJnoTQ,0,0,0
Yr4-DpILwsZS7sAMi4H6aQ,1,1,1
YrBtPHqYjqJWOJr8dAwawA,0,0,0
YrEeBxe6bAKjcCD9USGebQ,0,0,2
YrWHFLzq1k_5dEo08IkI_g,0,0,0
Yr_76oA_E4KjXqF-jwRQKg,0,0,1
YrcCA-Okv04Wk6qQ8uYjRA,0,0,3
YrdWnY4_R5-tZDwwTKWK-g,0,0,0
YrgWvsszgi6HjEmHKVocMA,0,0,2
Yrn-9ZOhMAgBNfjp0wwFAw,0,0,5
YrpkJjsvR5JoJy21mBHeMQ,0,0,0
YrrTI7J5WUi81u527eTjqw,0,0,2
YrvRgsFXSQT1YQSfWljwcQ,0,0,0
YrzH2VNvz42h5i8Zprl3vA,0,0,1
YsN3UgZgBHBjywQHsLEzrQ,0,0,1
YsOtBxMIoHTSezPPz-U55Q,0,0,0
YsPiEwK4MD5EU3_VZjOrzw,0,0,3
YsTXAeVcmO2PPm1s9MP-1w,0,0,1
Ys_f_PzwgKe5Gymgr-diQg,0,0,1
Yset1llZNsrihanJ_wYPLg,0,0,2
YsymKNF0XA1-OVNlT_VS1A,0,0,0
Yt3CJ1-wj1Idbdh5v_uDnA,0,0,1
Yt5RTsvj3Pi1MCodkK7gGA,0,0,2
Yt6-uEjW0E4reBQE47n9RQ,0,0,2
YtT1IqU1O0aBlH039LQWAg,0,0,3
YtTmUHcJD-PqGAGOekGjEQ,0,0,0
Ytlo0NYwT4nxDOd13526gg,0,0,0
Ytxt5cS2iSL77AErXGF9PA,0,0,1
YuDNFjjCuwkY66wXg-NPEg,0,0,2
YuDkO7PT7b3CQb5mW7KwqA,0,0,0
YuPjbu8iYZN7FUuRuaJbMA,0,0,1
YuYR-J34uj4sk2lxFsRfdg,0,0,3
YuZo6AdsmOI5XR6keKVw3g,0,0,0
Yu_4QTa4iBFtiXwq5-4FGw,0,0,1
YudSo0FqbXLUNA81gfzv1g,0,0,0
YufnnsQYKA9z89j5LUFdYA,0,0,0
Yugr4aP-Z0ApYgDhKnKxtg,0,0,2
Yuh7ws1cinJYuEMrEjykdQ,0,0,0
YuqIwZmbIDSmBiAY_zkdYQ,0,0,1
YurgPycipyRZABm_4CZS8g,1,2,7
Yut5lNF8MUv8KUhEw2DQpw,0,0,2
Yv6Yy8MWSUOnCzOMLudAeQ,0,0,0
Yv8D9pOtNdG9gmJGykDN2Q,0,0,1
YvCWSXHmmDC2rIa4ax7ANA,0,0,5
YvLPdATI1NVkf4eq1Zj2MA,0,0,1
YvM1yy6JoofaVEINS8ulbg,0,0,0
YvSHrOc-41R-cmW8d6bfUA,1,1,2
YvVPTN-dQENjf-9JntiAHQ,0,0,0
YvZ1vwfZ1t6hE1Bugm6Fmw,0,0,0
YvZenZaSxOVeSaVZXKasXw,0,0,2
Yv_9uqh04lsTvqB7VSbTMQ,0,0,0
Yvf8iBi6d-tD3Zu_Mv4imw,0,0,1
Yvh1Mo5uORR3Kd6wCAtAKQ,0,0,0
Yw7_yMf6hTFs0YFMWnacBw,0,0,2
YwS9mXRIeE3qpRDeR022Jw,0,0,0
YwdNBsnohYEmosLGhwLsUA,0,0,0
YwkjxVRhAUpbcFgllvyCVg,1,2,4
Ywmh6rZWIV_jbsFN1jvTzQ,0,0,0
YwsWyOj_ejh00PZivp5bXQ,0,0,0
YwzbagwmhHIDi828s6uNGA,0,0,0
Yx97O7KS3dEyBO7ITqHHFw,0,0,1
YxCBnqqbxu5c6nZmwHTgPw,0,0,5
YxVTtFJsdGmzE65N-wPznA,0,0,0
YxVjZrMLNYO9MujZc8FNDw,0,0,2
YxYbKVa8xSt7NDpFPPRXlw,0,0,1
Yxmrq8rSFW-2Rqtp7FdFJg,0,0,5
YxnLTdSArya-6t-NzTnU3A,0,0,0
YxoaP9apCXTaOiIewN3D8g,0,0,2
YxxqZC71KpDF6tO4wBZHxw,0,0,0
YyI7qhX-hypJpL_u64v0BA,0,0,2
YyIxko4wHS3C8JzZSBxC0g,0,0,1
Yyjv45f97ZmveLzTC8sEDw,1,1,4
YyjyP4ms_zm1R1D9JmWw4Q,0,0,2
YykKYLkLL6IX_jiizQf9Lg,0,0,5
Yyq8pBERnhltyoVYD5MtBg,0,0,0
Yyz-9IEpHFrFyj-W2XUXWg,0,0,1
Yz7MSYJY0-mwJC_j3VRlAg,0,0,0
YzC83XhAZ1WKxeBenpZrag,0,0,0
YzG03Qp0cZ27Hk5YnpVDEA,0,0,0
YzKPYao3v3gWkXX3fnp01Q,0,0,1
YzNe3HHdxHFnlEp-p5gcww,0,0,4
YzTvek33hwDTuYbHx0OyKg,0,0,2
YzYRhlu75GizrVu7hvHYXg,0,0,2
YzaWQ8sm2lN4gE-3Qz_w7A,0,0,2
Yzl_0L3np67-JXdSWxHlew,0,0,1
Z-1axTT5SCZLE3oMZx1q9w,0,0,0
Z-3_HLOtgdUrLv3hIYS59Q,0,0,2
Z-ICOuptbMtTAeFECdM3kQ,0,0,1
Z-UcjJq_bqcBZzeMjEpApg,0,0,0
Z-Y_A-4Fjjk-brwH_Cup-Q,0,0,1
Z-_3OHZ0cUoyRA9YOjJsfw,0,0,2
Z-bFssQv2QLEtscsG8gpdg,0,0,1
Z-jPw24FcE1aea8zG4Cymw,0,0,0
Z-mUlGZqzeAIOHa4fqw_EQ,0,0,2
Z-mnRlycAQtgm9j3ZtygGQ,0,0,0
Z0AOoNtdcmvwqNvfCgDp-g,0,0,0
Z0D1xtILVkBKLVu1HT9jPg,0,0,6
Z0GnP4JgqVzTPBRg6x9QAA,1,1,2
Z0GndQhJ1N66RbEqW4Vj1A,0,0,0
Z0H-vTWkNVXmZEvcGsa7sw,0,0,5
Z0O2KmLyc1Fxs0hDBN05aw,0,0,1
Z0Ppp7YHRn5zX5jFzmX4uw,1,1,2
Z0Prh8UqGOtJRIMWtfjQ4w,0,0,0
Z0XjkrX5lx2rVu3Pwj320A,0,0,1
Z0mfPFTB6KmW0OFQ80LDNQ,0,0,0
Z18OerMCcZbh8LI-TX5BuQ,0,0,0
Z18XeQQlqAoYs8mNL5hsbw,0,0,1
Z1BlSMQ68H0nD2SqZd5HCw,1,1,1
Z1Ex6duxKeRz57T7o4X9Og,0,0,0
Z1NBSBl-JU9sPAfopUzqvg,0,0,1
Z1OLmnUb0outlvzMeQux_Q,0,0,5
Z1dHnLDQu1TKLX05Dgyyrg,0,0,1
Z1dVxWtTCTk5nhQ6tbi0dw,0,0,3
Z1trIsP1TluiqCso6G7zhw,0,0,3
Z2-9CpupqBO5jkT7VneAZQ,0,0,1
Z2Ci3J19Gz7KOg-g_w5r6g,0,0,1
Z2HPZFXTv0izRm54-UyVWw,0,0,1
Z2L-zYxA9c0FkA0TQyxfWA,1,1,1
Z2MMIWpDGZKJotkoOQwvbg,0,0,1
Z2NLyzDpO88mpbb31hLRCA,0,0,0
Z2YwyexqRMDOH0c6MNClcA,0,0,2
Z2pT8Lh8XRjE3LO_PJLiug,0,0,0
Z2sUJcsOIbrVdjin96_MEw,1,1,2
Z2swgnH87NR-VAMyMQRHVQ,0,0,1
Z2wjufR3ypXBxgQAg6HHJA,0,0,0
Z2yA3cUV1j2xLEaKkxEpjw,0,0,1
Z3B6KdXSSCfhzKOc1lYIvQ,0,0,1
Z3G4ln1K36kWivLr8ZpzMw,0,0,0
Z3I6olLS-AQmd0b4eElhvA,1,2,2
Z3PXZ_DkA20whuXaqPWTXQ,0,0,1
Z3mpW9zhNCqde6YqsVhbYg,0,0,0
Z3qMJGNEQA3l4HW5xSPxng,0,0,0
Z3rxXVo69iid0BU96xm0Iw,0,0,1
Z3w5R5L-ToWQfVDD1X3tbQ,0,0,1
Z3xKhvZaBRqmjWOKg09WKw,0,0,1
Z3xyEbi0SUqjCIaixVNoTA,0,0,0
Z4CZsv-MJ_hukDGW0DqvfA,0,0,0
Z4M2DTDi8q43GNV5617Smg,0,0,2
Z4UZoXUtkRsy94-A2THvkA,0,0,1
Z4_9o7DPEenI6H2oKCjbpA,0,0,0
Z4bdmX2eLFwsOhn9wk_VAA,0,0,1
Z4l8VPTQuTDdH35ud2Q-QQ,0,0,0
Z4tZJJhJXWm1k_SeZzWSvQ,0,0,1
Z4uJtyMgthPR4DIcMG-LnA,0,0,2
Z525gleFVxxgBtTWV3JOiA,0,0,1
Z52obS_64soeCAiY5gTRVw,0,0,1
Z5OsI5dafu9Z4UMRqi4L7g,0,0,0
Z5UKnoldidxf0E_liOvZVQ,0,0,3
Z5cmhVyixCyvFdzHV7toDg,0,0,1
Z5tXAgSd3RV4r1YOqqG0UQ,1,1,1
Z61nP6JalONGYYYbl9jjTA,0,0,2
Z6DF4ZYKbT_M1t1KW7WpbQ,1,1,2
Z6EQoTMgMm5nh0M1g_tlbw,0,0,1
Z6Ma7X33EHPxUBabtHASCg,0,0,0
Z6OlMhNBFzhkKvVAJn4QbA,1,2,3
Z6P3RMLPVsrXAng-98X9_Q,0,0,0
Z6YCuP8wlEX0pNP0cqGwAw,0,0,0
Z6eZDD3fA3WczwZT3ZRIXA,0,0,0
Z6hi9V7ZPlvTqglPSlIyHg,0,0,0
Z73tbHZTUeuLQv7KYtnGcw,0,0,0
Z7LuiES3DAU2T0AZumSNgA,0,0,2
Z7Mz9rLk1D1f3rcamYxUkw,0,0,5
Z7NchYujWJwEmnQQ-JLxLw,0,0,2
Z7XF_sRG9y6xyOYsR3z6Rw,0,0,1
Z7_NtTE_FbMUPkI8kRrBCA,0,0,1
Z7fKKZAuQ5dc9s-5IXKc4A,0,0,2
Z7fdBmoTiTTZautCGV7nrQ,0,0,0
Z7j-tTpqcr2eOHETdHJPkg,1,1,1
Z7kGycv9NFQwdc66mTqvSg,0,0,0
Z7lt7UeYQo0DL49GImGeBA,0,0,0
Z7ryrjbOh8m1-Cg8ZKwwHQ,0,0,0
Z7wZ_WLPv4TP5XeeWuIG9Q,1,2,10
Z83ne0-AKEVUBD9qslY7ag,0,0,1
Z89dut8oLyIgOO3gUPBXrA,0,0,0
Z8C2noip1W0_VZcuoEyimA,0,0,3
Z8HD6Drv-f1ihS8RezXFyQ,0,0,1
Z8LpE3BIbQT_7sto2zWKFw,0,0,2
Z8MbTS69oHOOOm2ItyrbaQ,0,0,1
Z8PbvsJSdh_1tdPsbHmpcQ,0,0,0
Z8YKzLUYcvynWXsm1aAK9g,0,0,3
Z8w4KRJ5ru6hSDQmBPtR5A,0,0,0
Z9BujA3YQXacUg1vLjczVg,0,0,0
Z9GdgIeZv1T6PSyZpzD2pg,0,0,0
Z9I1qqPbbQu6yPSJEyEnpQ,0,0,2
Z9KzgYMEXVS2gzpjz36ksg,1,2,3
Z9wUY2FH3D5P2DsxsBmqhg,0,0,0
ZA1TWT1II5GZVQyGkc9H-Q,0,0,1
ZA1kuruFA236_8FkS0YNRw,0,0,1
ZA32QFKoaxTm9OFoBuLx7A,0,0,2
ZAUY7kTxQmXMwQqMXWJuJg,0,0,0
ZAnsExKwU59qJcI5-jleaw,0,0,2
ZB2hgHm7VvYpU4ZLHWkmKA,1,2,3
ZBK9qc-nd-rwx53AGoml7w,0,0,1
ZBKSciLYsKTHINYowI9CoA,0,0,1
ZBM9xB_ZOLweGht3UcDmug,1,1,1
ZBSIdXYsBwFaGiGV5B8TNA,0,0,0
ZBX4p3qN02q_kX0C_fI9Hg,0,0,0
ZBdqnBchR7UTliEnDaYRPA,0,0,1
ZBvLiQa2KSF7jcnFezhyaw,1,1,3
ZBxIY8MrgLYcHnkd1_JNBg,0,0,0
ZBzdV9x9U-T4r4MBMW6rzg,0,0,0
ZC4_fviuKEh1A95VV3UJJw,0,0,1
ZCGQlzNZ5lq3pZM5EhPc0A,1,1,2
ZCGtqJ1uthZCsuRQYXHKdw,0,0,0
ZCHqtyDg1ztxEp2GRuqPAw,0,0,0
ZCHzP2Cb47oDONIXU9Lrfw,0,0,3
ZCQ8_Es5FVzK1Z5YQNWAGw,0,0,3
ZCRQm5UPlQG5Ias5r3dx7Q,0,0,0
ZCV1Y10kbbrhlEjC0PR_6g,0,0,0
ZCoBflt-haOGSUgkFnU3WQ,0,0,2
ZCow93rSh3w349MDmilJoA,0,0,0
ZCv4AEb7KEqZ18BVcGeYRQ,0,0,0
ZDOsIODntqYRQGKswy0N8g,0,0,0
ZDP4XPZor63gB9DAOHXaxA,0,0,0
ZDVSrDRDLkU6_vJEXjarRw,0,0,0
ZDVVmwuB-DnVpTv6BvHd8w,0,0,3
ZDWt9iZiHSMlp8ozhC2yeg,0,0,1
ZDcVC4PD7y5Z-TXFsyc7Ng,0,0,1
ZDe3zpYB1u1Y8_uGzQTF9w,0,0,3
ZDfwwRMkE2y03H3rzh-yiQ,0,0,3
ZDg4eT4-yaFwrZIFGfcx1g,0,0,4
ZDjBE0EdQ5s4H-kHLKajHw,0,0,0
ZDoFBv2Q0iK7gFFrVpNTag,0,0,0
ZE83XrLkvp-csZch6CPlVg,0,0,3
ZEIr6nGhQClTWtUGDeG4Ww,0,0,1
ZESGrrB6FvTofmVxEgIzdw,0,0,2
ZEWlKp5r5jVQUIoReE_bNQ,0,0,2
ZEivG_BasBq_FKx15z7ZlA,0,0,2
ZEm64iUIrVd8i-8SuB12Dg,0,0,0
ZEqmk1KWzke2yOpS0NfsCQ,0,0,1
ZF-ivenxSymxGN88Vk0B8g,0,0,1
ZF1YaoeNy4OByNjEPdghpA,0,0,1
ZF2CvU1Ywndz58iNRF6avg,0,0,4
ZFEBsdLFfN533Bu68a6lmg,0,0,2
ZFapSO1qVewwGOf6LJbm_w,0,0,1
ZFgi3tJJ1JtB_09-Y5ONgg,0,0,1
ZFh_BFnLel7hyZuYpfbcbg,0,0,3
ZFku1V5G2a0Byo5n4l4HsQ,0,0,2
ZFnutVIMKDwolL3CI-0f4Q,0,0,1
ZFv_V23khgGWlZJm-OarkQ,0,0,5
ZG-6zAsJKAs40FjUa1cgpw,0,0,0
ZG8ZfXP-Ea6Erufiue37Xw,0,0,0
ZG9TphVWMiWlmJUI6tMO9A,0,0,1
ZGA4isHz9A51dPH6LgUJXQ,0,0,1
ZGCxVJJOUn_1iPr8AjVCqw,0,0,4
ZGDYs-G-MH1zV-xw1bAkgg,0,0,0
ZGFy_-KZaiTvNb67Q0e_xw,0,0,4
ZGMFqS54eE4AsgGefkH3rA,0,0,0
ZGRN3KRL6iUgACtkykfWrA,0,0,2
ZGV41DHfWac7Zf4xTIc_IA,0,0,0
ZGh7ZDulcDkLiJ02nul0Xw,0,0,1
ZH2_iFYfFKj7CgBRYbys4w,0,0,1
ZH9_0zy9QKagCOs3w7i8yQ,1,1,1
ZHBDAqN12PFT7Uw-lU7lRA,0,0,3
ZHCSA_Z0mxqa74RdU9z92Q,0,0,1
ZHELVeeo-JrdP4tBpkrPrw,0,0,4
ZHGpmnF6w3tbElsenZ2_kA,0,0,4
ZHGwkVNlamI5H5losxXTww,0,0,1
ZH_M1dUNB_VGNk2chUg2IQ,0,0,2
ZHkXaY0gaFxHwyqwuWVorg,1,4,4
ZHm3t3p4eGHSc0voQVhUbQ,1,1,1
ZI1QKUtIBV1unX0VBXVJIw,0,0,0
ZI1UF4iSYgd3pE2bmJdtSQ,0,0,2
ZI5yhaJ74H2XzACnekV53Q,0,0,0
ZI8dZ9tW8nXLie_voo4k_g,0,0,2
ZIPhQizF1clJdUzYLuUaoA,0,0,0
ZIQddbGUphLAoEgjRZ_YLA,0,0,2
ZIREmEEC5Dqz8bQ8XIOl3A,0,0,3
ZIcb6Y_QHUYe8N_gOib2FQ,0,0,2
ZImHcSg7uRdogyIQdVom1Q,0,0,0
ZJ-kcHFOEIU-TGr_kdNz_Q,0,0,0
ZJ1W9njk3dm8y95lXPYMAg,0,0,1
ZJECjPuE2VH_bQoCOiKZUg,0,0,0
ZJKPT0_QBUhplzf3dEK-qA,0,0,5
